,pred,label
0,2,2
1,2,2
2,3,2
3,2,2
4,2,2
5,2,2
6,3,2
7,2,2
8,2,2
9,2,2
10,2,2
11,2,2
12,2,2
13,2,2
14,3,2
15,2,2
16,2,2
17,2,2
18,2,2
19,2,2
20,2,2
21,2,2
22,2,2
23,2,2
24,2,2
25,2,2
26,2,2
27,2,2
28,2,2
29,2,2
30,2,2
31,2,2
32,2,2
33,3,2
34,2,2
35,3,1
36,3,1
37,3,1
38,3,1
39,2,1
40,3,1
41,2,1
42,2,1
43,2,1
44,2,1
45,3,1
46,2,1
47,2,1
48,2,1
49,2,1
50,3,1
51,3,1
52,2,1
53,0,1
54,2,1
55,2,1
56,3,1
57,2,1
58,3,1
59,3,1
60,2,1
61,3,1
62,3,1
63,2,1
64,3,1
65,3,1
66,1,1
67,3,1
68,3,1
69,1,1
70,3,1
71,1,1
72,1,1
73,3,1
74,1,1
75,1,1
76,3,1
77,3,1
78,3,1
79,1,1
80,3,1
81,3,3
82,1,3
83,2,3
84,2,3
85,2,3
86,2,3
87,2,3
88,2,3
89,2,3
90,2,3
91,2,3
92,2,3
93,2,3
94,2,3
95,2,3
96,2,3
97,2,3
98,3,3
99,2,3
100,2,3
101,2,3
102,2,3
103,2,3
104,3,3
105,2,3
106,2,3
107,2,3
108,2,3
109,2,3
110,2,3
111,2,3
112,3,3
113,3,3
114,2,3
115,2,3
116,2,3
117,2,3
118,2,3
119,2,3
120,2,3
121,2,3
122,2,3
123,2,3
124,2,3
125,2,3
126,2,3
127,3,3
128,2,3
129,2,3
130,2,3
131,3,3
132,3,3
133,2,3
134,2,2
135,2,2
136,2,2
137,2,2
138,2,2
139,2,2
140,2,2
141,2,2
142,3,2
143,2,2
144,2,2
145,2,2
146,2,2
147,2,2
148,2,2
149,2,2
150,2,2
151,2,2
152,2,2
153,2,2
154,2,2
155,2,2
156,2,2
157,2,2
158,2,2
159,3,2
160,2,2
161,2,2
162,2,2
163,3,2
164,2,2
165,2,2
166,2,2
167,3,2
168,2,2
169,2,2
170,2,2
171,2,2
172,2,2
173,2,2
174,2,2
175,2,2
176,3,2
177,2,2
178,2,2
179,2,2
180,2,2
181,2,2
182,3,2
183,3,2
184,2,2
185,2,2
186,2,2
187,2,2
188,2,2
189,2,2
190,2,2
191,2,2
192,2,3
193,2,3
194,2,3
195,2,3
196,2,3
197,2,3
198,2,2
199,2,2
200,2,2
201,2,2
202,2,2
203,3,2
204,2,2
205,2,2
206,2,2
207,2,2
208,2,2
209,2,2
210,2,2
211,2,2
212,2,2
213,2,2
214,2,2
215,2,2
216,2,2
217,2,2
218,2,2
219,2,2
220,2,2
221,2,2
222,3,2
223,2,2
224,2,2
225,2,2
226,3,2
227,2,2
228,2,2
229,2,2
230,2,2
231,2,2
232,2,2
233,2,2
234,2,2
235,2,2
236,2,2
237,2,2
238,3,2
239,2,2
240,2,2
241,2,2
242,2,2
243,3,2
244,2,2
245,2,2
246,2,2
247,2,2
248,2,2
249,2,2
250,2,2
251,2,2
252,2,2
253,2,2
254,2,2
255,2,2
256,2,2
257,2,2
258,2,2
259,3,2
260,2,2
261,2,2
262,2,2
263,2,2
264,2,2
265,2,2
266,2,2
267,2,2
268,2,2
269,2,2
270,2,2
271,2,2
272,2,2
273,2,2
274,3,2
275,2,2
276,2,2
277,2,2
278,3,2
279,2,2
280,2,2
281,2,2
282,2,2
283,2,2
284,2,2
285,2,2
286,2,2
287,3,2
288,2,2
289,2,2
290,2,2
291,2,2
292,2,2
293,3,2
294,2,2
295,3,2
296,2,2
297,2,2
298,2,2
299,2,2
300,2,2
301,2,2
302,2,2
303,3,2
304,2,2
305,2,2
306,2,2
307,2,2
308,2,2
309,2,2
310,2,2
311,2,0
