,pred,label
0,3,4
1,3,3
2,3,3
3,3,3
4,3,3
5,3,3
6,3,3
7,3,3
8,3,3
9,3,3
10,3,3
11,3,3
12,3,3
13,3,3
14,3,3
15,1,3
16,3,3
17,3,3
18,3,3
19,3,3
20,3,3
21,3,3
22,3,3
23,3,3
24,1,3
25,1,3
26,3,3
27,3,4
28,3,4
29,3,1
30,1,1
31,1,1
32,1,1
33,3,1
34,3,1
35,3,1
36,3,1
37,3,1
38,3,3
39,3,3
40,3,3
41,3,3
42,3,1
43,3,1
44,3,1
45,3,3
46,3,3
47,3,3
48,3,3
49,3,3
50,2,3
51,2,3
52,3,3
53,3,1
54,3,1
55,3,1
56,3,1
57,3,1
58,3,1
59,3,1
60,3,3
61,3,3
62,3,3
63,3,3
64,3,3
65,2,3
66,3,3
67,2,3
68,3,3
69,2,3
70,3,3
71,3,3
72,3,3
73,3,3
74,2,3
75,2,3
76,2,3
77,3,3
78,3,3
79,3,3
80,2,3
81,3,3
82,3,3
83,3,3
84,3,3
85,3,3
86,3,3
87,3,3
88,3,3
89,3,3
90,3,3
91,3,1
92,3,1
93,3,1
94,3,1
95,3,1
96,3,1
97,3,1
98,3,1
99,3,1
100,3,1
101,3,1
102,3,1
103,3,1
104,3,1
105,3,1
106,3,1
107,3,1
108,3,1
109,3,1
110,3,1
111,3,1
112,1,1
113,3,1
114,3,1
115,3,1
116,3,1
117,3,1
118,3,1
119,1,1
120,3,1
121,1,1
122,1,1
123,3,1
124,1,1
125,3,1
126,3,1
127,1,1
128,1,1
129,3,1
130,1,1
131,1,1
132,3,1
133,3,1
134,1,1
135,1,1
136,3,4
137,3,4
138,3,4
139,3,4
140,3,4
141,2,4
142,2,4
143,2,4
144,3,4
145,3,4
146,3,4
147,3,3
148,3,3
149,3,3
150,3,3
151,1,3
152,3,3
153,3,3
154,3,3
155,1,3
156,1,3
157,3,3
158,3,3
159,3,3
160,3,3
161,2,3
162,3,3
163,3,3
164,3,1
165,3,1
166,3,1
167,3,1
168,3,1
169,3,1
170,3,1
171,3,1
172,3,1
173,3,1
174,3,1
175,3,1
176,3,1
177,2,1
178,3,1
179,3,1
180,3,1
181,3,0
182,1,0
183,1,0
184,3,0
185,1,0
186,1,0
187,1,0
188,1,0
189,3,0
190,3,0
191,3,0
192,3,0
193,3,0
194,3,3
195,3,3
196,3,3
197,3,3
198,3,3
199,3,3
200,3,3
201,3,3
202,3,3
203,3,3
204,3,3
205,3,3
206,3,3
207,3,3
208,3,3
209,3,3
210,3,3
211,3,3
212,3,3
213,1,4
214,3,4
215,3,4
216,3,4
217,3,4
218,3,4
219,3,4
220,3,4
221,3,4
222,3,4
223,3,4
224,3,4
225,3,4
226,3,4
227,3,4
228,3,4
229,3,4
230,3,4
231,3,4
232,3,4
233,3,4
234,3,4
235,3,4
236,3,4
237,3,4
238,3,4
239,3,4
240,3,4
241,3,4
242,1,4
243,3,4
244,1,4
245,3,4
246,3,4
247,1,4
248,3,4
249,3,4
250,3,4
251,3,4
252,3,4
253,3,4
254,3,4
255,3,4
256,3,4
257,3,4
258,3,4
259,3,4
260,3,4
261,3,4
262,3,4
263,3,4
264,3,4
265,3,4
266,3,4
267,3,4
268,3,4
269,2,4
270,3,4
271,3,4
272,3,4
273,3,4
274,3,4
275,2,4
276,2,4
277,3,4
278,3,4
279,3,4
280,3,4
281,3,4
282,3,4
283,3,4
284,3,4
285,3,4
286,3,4
287,3,4
288,3,4
289,3,4
290,3,4
291,3,4
292,3,4
293,3,4
294,3,4
295,3,4
296,3,4
297,3,4
298,3,4
299,3,4
300,3,4
301,3,4
302,3,4
303,3,4
304,3,4
305,3,4
306,3,4
307,3,4
308,3,4
309,3,4
310,3,4
311,3,4
312,3,4
313,3,4
314,3,4
315,3,4
316,3,4
317,3,4
318,3,4
319,3,4
