,pred,label
0,3,2
1,1,2
2,1,2
3,1,2
4,2,0
5,3,0
6,3,0
7,2,0
8,2,0
9,3,0
10,3,0
11,2,0
12,2,0
13,3,0
14,3,0
15,3,0
16,3,0
17,3,0
18,2,2
19,2,2
20,3,2
21,3,2
22,3,2
23,3,2
24,3,2
25,3,2
26,3,2
27,3,2
28,3,1
29,3,1
30,3,1
31,3,1
32,3,1
33,3,1
34,3,1
35,3,1
36,1,1
37,1,1
38,3,1
39,3,1
40,2,1
41,3,1
42,3,1
43,1,1
44,3,1
45,3,1
46,1,1
47,1,1
48,3,1
49,1,1
50,3,1
51,3,1
52,2,1
53,1,1
54,3,1
55,1,1
56,3,1
57,3,1
58,3,1
59,3,1
60,3,1
61,3,1
62,3,1
63,3,1
64,3,1
65,3,1
66,3,1
67,1,1
68,1,1
69,3,1
70,1,1
71,2,1
72,3,1
73,1,1
74,1,1
75,3,1
76,1,1
77,1,1
78,3,1
79,3,1
80,3,1
81,3,1
82,1,1
83,1,1
84,3,1
85,1,1
86,1,1
87,3,1
88,3,1
89,1,1
90,3,1
91,1,1
92,3,1
93,3,1
94,1,1
95,3,1
96,3,1
97,1,1
98,1,1
99,3,1
100,1,1
101,1,1
102,3,1
103,3,1
104,1,1
105,1,1
106,1,1
107,1,1
108,1,1
109,1,1
110,1,1
111,1,1
112,3,1
113,1,1
114,1,1
115,1,1
116,1,1
117,1,1
118,1,1
119,1,1
120,1,1
121,1,1
122,1,1
123,1,1
124,1,1
125,1,1
126,3,1
127,2,1
128,1,1
129,3,1
130,1,1
131,3,1
132,1,1
133,1,1
134,1,1
135,1,1
136,3,1
137,2,1
138,3,1
139,3,1
140,1,1
141,2,1
142,1,1
143,3,1
144,1,1
145,3,1
146,2,1
147,2,1
148,1,1
149,1,1
150,1,1
151,1,1
152,1,1
153,1,1
154,1,1
155,2,1
156,1,1
157,3,1
158,1,1
159,1,1
160,1,1
161,1,1
162,2,1
163,1,1
164,1,1
165,1,1
166,1,1
167,3,1
168,1,1
169,1,1
170,1,1
171,1,1
172,1,1
173,3,1
174,1,1
175,3,1
176,2,2
177,1,2
178,2,2
179,2,2
180,1,2
181,1,2
182,3,2
183,1,2
184,1,2
185,2,2
186,3,2
187,2,2
188,1,2
189,2,2
190,1,2
191,3,2
192,3,2
193,2,2
194,3,2
195,1,2
196,2,2
197,2,2
198,2,2
199,2,2
200,2,2
201,2,2
202,2,2
203,2,2
204,2,2
205,2,2
206,1,2
207,1,2
208,3,2
209,2,2
210,1,2
211,3,2
212,2,2
213,3,2
214,2,2
215,3,2
216,3,2
217,2,2
218,2,2
219,2,2
220,2,2
221,3,2
222,1,2
223,3,2
224,3,2
225,3,2
226,3,2
227,3,2
228,3,2
229,3,2
230,3,2
231,3,2
232,3,2
233,2,2
234,3,2
235,3,2
236,3,2
237,3,2
238,2,2
239,3,2
240,3,2
241,3,2
242,2,2
243,3,2
244,3,2
245,3,2
246,2,2
247,2,2
248,2,2
249,3,2
250,2,2
251,2,2
252,2,2
253,3,2
254,2,2
255,2,2
256,2,2
257,2,2
258,2,2
259,3,2
260,2,2
261,2,2
262,3,2
263,3,2
264,1,2
265,2,2
266,3,2
267,1,2
268,1,2
269,2,2
270,2,2
271,1,2
272,1,2
273,2,2
274,1,2
275,2,2
276,2,2
277,2,1
278,1,1
279,1,1
280,1,1
