,pred,label
0,1,4
1,1,4
2,1,2
3,1,2
4,1,3
5,3,3
6,3,3
7,3,3
8,1,3
9,1,3
10,3,3
11,3,3
12,3,3
13,3,3
14,1,3
15,3,3
16,3,3
17,1,3
18,3,3
19,1,3
20,3,3
21,3,3
22,3,3
23,3,3
24,3,3
25,3,3
26,3,3
27,3,3
28,3,3
29,3,3
30,1,3
31,3,3
32,1,3
33,1,3
34,1,3
35,1,3
36,1,3
37,1,3
38,1,3
39,1,3
40,3,3
41,1,3
42,1,3
43,1,3
44,1,3
45,1,3
46,1,3
47,1,3
48,3,3
49,3,3
50,1,3
51,3,3
52,1,1
53,1,1
54,3,3
55,1,3
56,1,3
57,1,1
58,3,1
59,1,1
60,1,1
61,1,1
62,3,1
63,1,1
64,1,1
65,1,1
66,1,1
67,3,1
68,1,1
69,1,1
70,3,1
71,3,1
72,3,1
73,1,1
74,1,1
75,1,1
76,1,1
77,1,1
78,1,1
79,1,1
80,1,1
81,1,1
82,1,1
83,1,1
84,1,1
85,1,1
86,1,1
87,1,1
88,1,1
89,1,1
90,1,1
91,1,1
92,1,1
93,1,1
94,1,1
95,1,1
96,1,1
97,1,1
98,1,1
99,1,1
100,1,1
101,1,1
102,1,1
103,1,1
104,1,1
105,1,1
106,1,1
107,1,1
108,1,1
109,1,1
110,1,1
111,1,1
112,1,1
113,1,1
114,1,1
115,1,1
116,1,1
117,1,1
118,1,1
119,1,1
120,1,3
121,1,4
122,1,4
123,1,4
124,1,4
125,1,4
126,1,3
127,3,3
128,1,3
129,3,3
130,1,3
131,1,4
132,3,4
133,3,3
134,3,4
135,3,4
136,3,4
137,3,4
138,1,4
139,1,4
140,1,4
141,1,4
142,1,4
143,3,4
144,3,4
145,1,4
146,3,4
147,3,4
148,3,4
149,3,4
150,3,4
151,3,4
152,3,4
153,1,4
154,3,4
155,1,4
156,3,4
157,3,3
158,3,3
159,3,3
160,3,3
161,1,3
162,1,3
163,1,3
164,3,3
165,1,3
166,1,3
167,3,3
168,1,3
169,1,3
170,3,3
171,1,3
172,1,3
173,1,3
174,1,3
175,1,3
176,1,4
177,3,4
178,3,4
179,3,4
180,3,4
181,3,4
182,3,4
183,3,4
184,3,4
185,3,4
186,3,3
187,3,3
188,3,3
189,3,3
190,3,3
191,3,3
192,3,3
193,3,3
194,3,3
195,3,3
196,3,3
197,3,3
198,3,3
199,3,3
200,3,3
201,1,3
202,3,3
203,3,3
204,1,3
205,3,3
206,3,3
207,1,2
208,1,2
209,3,3
210,1,3
211,3,3
212,3,3
213,3,3
214,3,3
215,1,1
216,3,1
217,1,1
218,3,1
219,1,1
220,3,1
221,3,1
222,3,1
223,1,1
224,3,1
225,1,1
226,1,1
227,1,1
228,1,1
229,1,1
230,3,1
231,3,1
232,3,1
233,1,1
234,3,1
235,1,1
236,3,1
237,1,1
238,1,1
239,3,1
240,1,1
241,1,1
242,3,3
243,3,3
244,1,1
245,1,1
246,3,1
247,1,1
248,1,3
249,1,3
250,1,3
251,1,3
252,1,3
253,3,3
254,3,3
255,1,3
256,3,3
257,1,3
258,1,4
259,1,3
260,1,4
261,1,4
262,1,4
263,1,4
264,3,4
265,1,4
266,1,4
267,1,4
268,3,4
269,1,4
270,3,4
271,1,4
272,3,4
273,3,4
274,3,4
275,3,4
276,1,3
277,3,3
278,3,3
279,3,3
280,1,3
281,3,3
282,3,3
283,3,3
284,3,3
285,1,3
286,3,3
287,3,3
288,3,3
289,3,3
290,3,3
291,3,3
292,3,3
293,3,3
294,3,3
295,3,3
296,1,3
297,3,3
298,3,3
299,3,3
300,3,3
301,3,3
302,1,3
303,3,3
304,3,3
305,3,3
306,3,3
307,1,4
308,1,3
309,3,3
310,1,3
311,3,4
312,3,4
313,3,4
314,3,4
315,3,4
316,3,4
317,1,4
318,3,4
319,3,4
320,3,4
321,1,4
322,3,4
323,3,4
324,3,4
325,3,4
326,3,4
327,1,4
328,3,4
329,3,4
330,3,4
331,3,4
332,3,4
333,3,4
334,3,4
335,3,4
336,3,4
337,2,4
338,3,4
339,2,4
340,3,4
341,3,4
342,3,4
343,3,4
344,3,4
345,3,4
346,3,4
347,3,4
348,3,4
349,3,4
350,3,4
351,3,4
352,3,4
353,3,4
354,3,3
355,2,0
356,2,0
357,3,0
358,2,0
359,3,0
360,3,0
361,3,4
362,3,4
363,1,1
364,3,3
365,3,3
366,1,3
367,3,3
368,3,3
369,3,3
370,3,3
371,3,3
372,3,3
373,3,3
374,3,3
375,3,3
376,3,3
377,3,3
378,3,3
379,3,3
380,3,3
381,2,1
382,3,1
383,3,1
384,3,1
385,3,1
386,3,1
387,3,1
388,1,1
389,3,1
390,3,3
391,3,3
392,3,3
393,3,3
394,3,1
395,3,1
396,3,1
397,3,1
398,3,1
399,3,1
400,3,1
401,3,1
402,3,1
403,3,1
404,3,1
405,1,1
406,3,1
407,1,1
408,1,1
409,1,1
410,1,1
411,1,1
412,1,1
413,1,1
414,1,1
415,1,1
416,1,1
417,3,4
418,3,4
419,3,4
420,3,4
421,3,4
422,3,4
423,1,4
424,3,4
425,1,4
426,3,4
427,1,4
428,1,4
429,1,4
430,3,4
431,1,4
432,3,4
433,3,4
434,1,4
435,1,4
436,1,4
437,3,3
438,1,3
439,3,4
440,1,4
441,3,4
442,3,4
443,1,4
444,3,4
445,2,4
446,3,3
447,3,4
448,3,4
449,3,4
450,3,4
451,3,3
452,3,3
453,3,3
454,3,3
455,3,3
456,3,3
457,1,3
458,3,3
459,1,3
460,1,3
461,3,3
462,3,3
463,1,3
464,3,1
465,3,1
466,3,1
467,3,1
468,3,3
469,3,1
470,3,1
471,3,1
472,3,1
473,3,1
474,3,1
475,1,1
476,1,1
477,3,1
478,1,1
479,1,1
480,3,1
481,1,1
482,1,1
483,1,1
484,1,1
485,1,1
486,1,1
487,1,1
488,1,1
489,1,1
490,1,1
491,1,1
492,1,1
493,1,1
494,1,1
495,1,1
496,1,1
497,1,1
498,1,1
499,1,1
500,1,1
501,1,1
502,1,1
503,1,1
504,1,1
505,1,1
506,1,1
507,1,1
508,1,1
509,1,1
510,1,1
511,1,1
512,1,1
513,1,1
514,1,1
515,1,1
516,1,1
517,1,1
518,1,1
519,3,1
520,1,1
521,1,1
522,1,1
523,1,1
524,1,1
525,1,1
526,1,1
527,1,1
528,1,1
529,1,1
530,1,1
531,1,1
532,1,1
533,1,1
534,1,1
535,1,1
536,1,1
537,1,1
538,1,1
539,1,1
540,1,1
541,1,1
542,1,1
543,3,1
544,1,1
545,1,1
546,1,1
547,1,1
548,1,1
549,1,1
550,3,1
551,1,1
552,1,1
553,1,1
554,1,1
555,1,1
556,1,1
557,1,1
558,1,1
559,1,1
560,1,1
561,1,1
562,1,1
563,1,1
564,1,1
565,1,1
566,1,1
567,1,1
568,1,1
569,1,1
570,1,1
571,1,1
572,1,1
573,1,1
574,1,1
575,1,1
576,1,1
577,1,1
578,1,1
579,1,1
580,1,1
581,1,1
582,1,1
583,1,3
584,1,3
585,1,3
586,1,3
587,1,3
588,1,3
589,1,3
590,1,3
591,1,3
592,1,3
593,1,1
594,1,3
595,1,3
596,1,3
597,1,3
598,3,3
599,1,3
600,1,3
601,1,3
602,1,3
603,1,3
604,1,3
605,1,3
606,1,3
607,1,3
608,1,3
609,1,3
610,1,3
611,1,3
612,1,3
613,1,3
614,1,3
615,1,3
616,1,3
617,1,3
618,1,3
619,1,3
620,1,3
621,1,3
622,1,3
623,1,3
624,1,3
625,1,3
626,1,3
627,1,3
628,1,3
629,1,3
630,1,3
631,1,3
632,1,3
633,1,3
634,3,3
635,1,3
636,1,3
637,1,3
638,1,3
639,1,3
640,3,3
641,1,3
642,1,3
643,1,3
644,3,3
645,1,3
646,1,3
647,3,3
648,1,3
649,1,3
650,1,3
651,1,3
652,1,3
653,1,3
654,3,3
655,1,3
656,1,3
657,1,3
658,1,3
659,3,3
660,1,3
661,3,4
662,3,4
663,3,3
664,1,3
665,3,3
666,1,3
667,1,3
668,3,3
669,3,3
670,1,3
671,3,3
672,3,3
673,1,3
674,3,3
675,1,3
676,1,3
677,1,3
678,1,3
679,1,4
680,1,4
681,1,4
682,1,4
683,1,4
684,1,4
685,1,4
686,3,4
687,1,4
688,3,3
689,3,3
690,3,3
691,1,3
692,3,3
693,3,3
694,3,3
695,1,3
696,3,4
697,3,4
698,3,4
699,1,4
700,3,4
701,3,4
702,3,4
703,3,0
704,3,0
705,3,0
706,3,0
707,3,4
708,2,4
709,3,4
710,3,4
711,3,4
712,3,0
713,3,0
714,3,0
715,3,0
716,3,0
717,3,0
718,3,0
719,3,4
720,3,4
721,3,3
722,3,3
723,3,3
724,3,3
725,3,4
726,3,4
727,3,1
728,3,1
729,3,1
730,3,1
731,3,1
732,1,1
733,3,1
734,3,1
735,3,1
736,3,3
737,3,3
738,3,3
739,3,3
740,1,3
741,3,3
742,3,3
743,1,4
744,3,4
745,3,4
746,1,4
747,3,4
748,3,4
749,1,0
750,3,0
751,1,0
752,1,0
753,1,0
754,1,0
755,3,0
756,1,0
757,1,0
758,1,0
759,1,0
760,1,0
761,3,0
762,1,0
763,1,0
764,3,0
765,3,0
766,3,0
767,3,4
768,3,4
769,3,4
770,3,4
771,3,4
772,3,4
773,3,4
774,3,4
775,3,4
776,3,4
777,3,4
778,3,4
779,3,4
780,3,4
781,3,4
782,3,4
783,3,3
784,3,3
785,3,0
786,3,0
787,3,0
788,3,0
789,3,0
790,3,0
791,3,4
792,3,4
793,3,4
794,3,4
795,3,4
796,3,4
797,3,4
798,3,4
799,3,4
800,3,4
801,3,4
802,3,4
803,3,4
804,3,4
805,3,4
806,3,4
807,3,4
808,3,4
809,3,4
810,3,4
811,3,4
812,3,4
813,3,4
814,3,4
815,3,4
816,3,4
817,3,4
818,2,4
819,3,3
820,3,3
821,3,3
822,3,3
823,3,3
824,1,3
825,3,3
826,3,3
827,3,3
828,3,3
829,3,3
830,3,4
831,3,4
832,3,4
833,3,4
834,3,4
835,3,4
836,3,4
837,1,4
838,3,4
839,3,4
840,3,4
841,3,4
842,3,4
843,3,4
844,1,4
845,3,3
846,3,3
847,3,3
848,3,3
849,3,3
850,3,3
851,3,3
852,3,3
853,3,3
854,3,3
855,3,3
856,3,3
857,3,3
858,3,3
859,3,3
860,3,3
861,3,3
862,3,3
863,3,3
864,3,3
865,3,3
866,3,3
867,1,3
868,1,3
869,3,3
870,3,3
871,3,3
872,1,3
873,3,3
874,1,3
875,3,3
876,3,3
877,3,3
878,3,3
879,1,3
880,3,3
881,1,3
882,3,3
883,3,3
884,3,3
885,3,3
886,3,3
887,3,3
888,3,3
889,3,3
890,3,3
891,3,3
892,3,3
893,3,3
894,3,3
895,3,3
896,3,3
897,1,3
898,3,3
899,3,3
900,3,3
901,3,3
902,3,3
903,3,3
904,3,3
905,3,3
906,3,3
907,3,3
908,3,3
909,3,3
910,3,3
911,3,3
912,1,3
913,1,3
914,3,3
915,3,3
916,1,3
917,3,3
918,3,3
919,3,3
920,3,3
921,3,3
922,1,3
923,3,3
924,3,3
925,1,3
926,1,3
927,3,3
928,3,3
929,1,3
930,1,3
931,1,3
932,1,3
933,1,1
934,3,1
935,1,1
936,1,1
937,1,1
938,1,1
939,1,1
940,1,1
941,1,1
942,1,1
943,1,1
944,1,1
945,1,1
946,1,1
947,1,1
948,1,1
949,1,1
950,1,1
951,1,1
952,1,1
953,1,1
954,1,1
955,1,1
956,1,1
957,1,1
958,1,1
959,1,1
960,1,1
961,3,1
962,1,1
963,1,1
964,1,1
965,1,1
966,1,1
967,1,1
968,1,1
969,1,1
970,1,1
971,1,1
972,1,1
973,1,1
974,1,1
975,1,1
976,1,1
977,1,1
978,1,1
979,1,1
980,1,1
981,1,1
982,1,1
983,1,1
984,1,1
985,1,1
986,1,1
987,1,1
988,1,1
989,1,1
990,1,1
991,1,1
992,1,1
993,1,1
994,1,1
995,1,1
996,1,1
997,1,1
998,1,3
999,1,3
1000,1,3
1001,1,3
1002,3,3
1003,1,3
1004,1,3
1005,1,3
1006,1,3
1007,1,3
1008,1,3
1009,3,3
1010,3,3
1011,3,3
1012,3,3
1013,1,3
1014,3,4
1015,3,4
1016,3,3
1017,3,4
1018,3,4
1019,3,4
1020,3,4
1021,3,4
1022,3,4
1023,3,4
1024,1,4
1025,3,4
1026,3,4
1027,3,4
1028,3,4
1029,3,4
1030,3,4
1031,3,4
1032,3,4
1033,3,4
1034,1,4
1035,3,4
1036,3,4
1037,1,4
1038,3,4
1039,3,4
1040,3,4
1041,3,4
1042,3,4
1043,3,4
1044,3,4
1045,3,4
1046,3,4
1047,3,4
1048,3,4
1049,1,4
1050,3,4
1051,1,4
1052,3,4
1053,3,0
1054,3,0
1055,3,0
1056,3,0
1057,3,0
1058,1,0
1059,1,0
1060,1,0
1061,3,0
1062,1,4
1063,1,4
1064,3,4
1065,3,4
1066,3,4
1067,3,4
1068,1,4
1069,3,4
1070,1,4
1071,3,4
1072,3,1
1073,3,1
1074,3,1
1075,3,1
1076,3,1
1077,1,1
1078,1,1
1079,3,1
1080,1,1
1081,3,1
1082,3,1
1083,3,1
1084,1,4
1085,1,4
1086,1,4
1087,3,4
1088,3,4
1089,3,4
1090,3,4
1091,3,4
1092,3,4
1093,3,4
1094,3,4
1095,3,4
1096,3,4
1097,3,4
1098,3,4
1099,3,4
1100,3,4
1101,3,4
1102,3,4
1103,2,4
1104,3,4
1105,3,4
1106,3,4
1107,1,4
1108,3,4
1109,3,0
1110,3,0
1111,3,0
1112,3,1
1113,3,1
1114,3,1
1115,3,1
1116,3,1
1117,3,1
1118,3,1
1119,3,1
1120,3,1
1121,3,1
1122,3,1
1123,3,1
1124,3,1
1125,1,1
1126,3,1
1127,3,1
1128,1,1
1129,1,1
1130,3,1
1131,3,1
1132,3,1
1133,1,1
1134,3,1
1135,1,1
1136,3,1
1137,3,1
1138,3,1
1139,3,1
1140,3,1
1141,3,1
1142,3,1
1143,3,1
1144,3,1
1145,3,1
1146,3,1
1147,3,1
1148,3,1
1149,1,1
1150,1,1
1151,1,1
1152,1,1
1153,3,1
1154,1,3
1155,1,3
1156,3,3
1157,1,1
1158,1,1
1159,1,1
1160,3,1
1161,3,1
1162,3,3
1163,1,1
1164,1,1
1165,3,1
1166,1,1
1167,1,1
1168,3,1
1169,3,1
1170,3,1
1171,3,1
1172,3,3
1173,1,3
1174,3,3
1175,1,3
1176,3,1
1177,1,1
1178,1,1
1179,1,1
1180,1,1
1181,1,1
1182,1,1
1183,1,1
1184,1,1
1185,1,1
1186,1,1
1187,3,1
1188,1,1
1189,1,1
1190,3,1
1191,1,1
1192,1,1
1193,1,1
1194,3,1
1195,1,1
1196,3,3
1197,1,3
1198,3,3
1199,3,3
1200,3,3
1201,3,3
1202,3,3
1203,1,3
1204,1,3
1205,3,3
1206,1,4
1207,3,4
1208,3,4
1209,3,4
1210,3,4
1211,3,4
1212,3,4
1213,3,4
1214,3,4
1215,3,0
1216,3,0
1217,3,0
1218,3,0
1219,3,0
1220,3,4
1221,3,0
1222,3,0
1223,3,0
1224,3,0
1225,3,0
1226,3,0
1227,3,4
1228,3,4
1229,1,4
1230,1,4
1231,3,3
1232,3,3
1233,3,3
1234,1,3
1235,3,3
1236,3,3
1237,3,3
1238,3,4
1239,3,3
1240,3,3
1241,3,3
1242,3,3
1243,3,3
1244,1,3
1245,3,3
1246,3,3
1247,3,3
1248,3,3
1249,3,3
1250,3,3
1251,1,3
1252,3,3
1253,3,3
1254,3,3
1255,3,3
1256,3,3
1257,3,3
1258,3,3
1259,3,3
1260,3,3
1261,3,1
1262,3,3
1263,1,3
1264,1,3
1265,1,3
1266,1,3
1267,3,1
1268,3,1
1269,3,3
1270,3,3
1271,3,3
1272,3,3
1273,3,4
1274,3,4
1275,3,0
1276,3,4
1277,3,4
1278,3,4
1279,3,4
1280,2,0
1281,3,0
1282,3,0
1283,3,0
1284,3,0
1285,3,0
1286,3,0
1287,1,0
1288,3,4
1289,3,4
1290,3,4
1291,3,0
1292,3,0
1293,3,0
1294,3,0
1295,3,0
1296,3,0
1297,3,4
1298,3,4
1299,3,4
1300,3,4
1301,3,4
1302,3,4
1303,3,4
1304,3,3
1305,3,3
1306,3,3
1307,3,4
1308,3,4
1309,3,4
1310,3,4
1311,3,4
1312,1,4
1313,1,4
1314,1,4
1315,3,4
1316,1,4
1317,2,4
1318,1,0
1319,3,0
1320,1,0
1321,1,0
1322,3,0
1323,3,0
1324,1,0
1325,1,0
1326,3,0
1327,3,0
1328,1,0
1329,3,0
1330,1,0
1331,1,0
1332,3,0
1333,3,0
1334,3,0
1335,2,0
1336,3,0
1337,3,0
1338,3,0
1339,3,0
1340,3,0
1341,3,4
1342,3,4
1343,3,4
1344,1,4
1345,3,0
1346,3,0
1347,3,4
1348,3,0
1349,1,0
1350,3,4
1351,3,4
1352,3,4
1353,3,4
1354,3,4
1355,3,4
1356,3,4
1357,3,0
1358,3,0
1359,3,0
1360,3,0
1361,3,0
1362,3,0
1363,3,0
1364,3,3
1365,1,3
1366,3,3
1367,3,3
1368,3,3
1369,3,3
1370,3,1
1371,3,1
1372,1,1
1373,3,1
1374,3,1
1375,3,1
1376,3,1
1377,3,1
1378,3,1
1379,3,1
1380,3,1
1381,1,1
1382,3,1
1383,3,1
1384,3,1
1385,3,1
1386,3,1
1387,3,1
1388,3,1
1389,3,1
1390,3,1
1391,1,1
1392,3,1
1393,3,1
1394,1,1
1395,1,1
1396,1,1
1397,1,1
1398,1,1
1399,1,1
1400,1,1
1401,1,1
1402,3,1
1403,1,1
1404,1,1
1405,1,1
1406,1,1
1407,1,1
1408,1,1
1409,1,1
1410,1,1
1411,1,1
1412,1,1
1413,1,1
1414,1,1
1415,1,1
1416,1,1
1417,1,1
1418,1,1
1419,1,1
1420,1,1
1421,1,1
1422,1,1
1423,1,1
1424,1,1
1425,1,1
1426,1,1
1427,1,1
1428,1,1
1429,1,1
1430,1,1
1431,1,1
1432,1,1
1433,1,1
1434,1,1
1435,1,1
1436,1,1
1437,1,1
1438,1,1
1439,1,1
1440,1,1
1441,1,1
1442,3,1
1443,3,1
1444,1,1
1445,1,1
1446,1,1
1447,1,1
1448,3,4
1449,3,4
1450,3,0
1451,3,0
1452,3,0
1453,3,0
1454,3,1
1455,3,1
1456,3,1
1457,1,1
1458,1,1
1459,3,1
1460,3,1
1461,1,1
1462,3,1
1463,3,1
1464,1,1
1465,3,1
1466,3,1
1467,3,1
1468,3,1
1469,3,1
1470,3,1
1471,1,1
1472,3,3
1473,3,3
1474,3,3
1475,3,3
1476,3,4
1477,1,4
1478,3,4
1479,3,4
1480,3,4
1481,3,4
1482,1,4
1483,1,4
1484,3,4
1485,2,4
1486,3,4
1487,1,4
1488,3,4
1489,3,4
1490,1,4
1491,1,4
1492,1,4
1493,3,0
1494,3,0
1495,1,0
1496,1,4
1497,3,4
1498,1,4
1499,3,4
1500,1,4
1501,1,0
1502,1,0
1503,1,0
1504,1,0
1505,3,0
1506,3,0
1507,3,0
1508,3,4
1509,3,4
1510,3,4
1511,3,4
1512,3,4
1513,3,4
1514,3,0
1515,3,0
1516,3,0
1517,3,0
1518,3,0
1519,3,0
1520,3,0
1521,1,4
1522,2,4
1523,3,4
1524,2,4
1525,2,4
1526,2,4
1527,2,4
1528,2,4
1529,2,4
1530,1,4
1531,3,4
1532,3,4
1533,3,4
1534,1,4
1535,3,4
1536,3,4
1537,1,3
1538,1,3
1539,3,1
1540,3,1
1541,1,1
1542,1,1
1543,1,1
1544,3,1
1545,3,1
1546,3,1
1547,3,1
1548,3,1
1549,3,1
1550,3,1
1551,3,1
1552,3,1
1553,3,1
1554,3,1
1555,1,1
1556,3,1
1557,1,1
1558,3,1
1559,3,1
1560,1,1
1561,3,1
1562,3,1
1563,3,1
1564,3,1
1565,3,1
1566,1,1
1567,1,1
1568,1,1
1569,1,1
1570,1,1
1571,1,1
1572,1,1
1573,1,1
1574,1,1
1575,1,1
1576,1,1
1577,1,1
1578,1,1
1579,1,1
1580,1,1
1581,1,1
1582,1,1
1583,1,1
1584,1,1
1585,1,1
1586,1,1
1587,1,1
1588,1,1
1589,1,1
1590,1,1
1591,1,1
1592,1,1
1593,1,1
1594,1,1
1595,1,1
1596,1,1
1597,1,1
1598,1,1
1599,1,1
1600,1,1
1601,1,1
1602,1,1
1603,1,1
1604,1,1
1605,1,3
1606,1,3
1607,2,3
1608,1,3
1609,3,1
1610,3,1
1611,1,1
1612,1,1
1613,1,1
1614,1,1
1615,1,1
1616,1,1
1617,1,1
1618,1,3
1619,1,3
1620,1,3
1621,1,3
1622,1,3
1623,1,3
1624,3,3
1625,1,3
1626,1,3
1627,3,3
1628,1,3
1629,1,3
1630,1,3
1631,3,1
1632,1,1
1633,1,1
1634,1,1
1635,3,1
1636,1,1
1637,1,1
1638,1,1
1639,1,1
1640,1,1
1641,1,1
1642,3,1
1643,3,4
1644,1,4
1645,3,4
1646,1,3
1647,1,3
1648,1,3
1649,3,3
1650,3,0
1651,1,0
1652,3,0
1653,3,0
1654,1,1
1655,1,1
1656,1,1
1657,1,1
1658,1,1
1659,1,1
1660,3,1
1661,1,1
1662,1,1
1663,3,1
1664,1,1
1665,1,1
1666,1,1
1667,3,1
1668,1,1
1669,1,1
1670,1,1
1671,3,1
1672,1,1
1673,1,1
1674,1,1
1675,1,1
1676,1,1
1677,1,1
1678,1,1
1679,1,1
1680,1,3
1681,1,3
1682,1,3
1683,1,3
